Costal,Blue,Green,Red,NIR,SWIR1,SWIR2,Longitude,Latitude,x,y,AOI,Target,Prediction
11442.0,10356.0,9749.0,8403.0,21109.0,14128.0,8946.0,-75.14499650480933,1.3574972585667302,7159.0,8358.0,caqueta_20160311,coca,coca
9914.0,8879.0,8001.0,6962.0,16832.0,10061.0,6799.0,-72.64945445167272,1.5545906228528517,2730.0,6916.0,guaviare_20160125,coca,coca
11634.0,10486.0,9412.0,8174.0,18050.0,11795.0,7873.0,-76.10754138499787,0.4831712571683556,2298.0,4160.0,putumayo_20160311,coca,coca
12004.0,10879.0,9978.0,8563.0,24615.0,14478.0,9139.0,-76.22141406172511,0.39251831183763036,1453.0,4828.0,putumayo_20160311,coca,coca
10618.0,9566.0,8573.0,7474.0,17713.0,10637.0,7237.0,-72.27598377779567,2.111537880557225,5496.0,2804.0,guaviare_20160125,coca,coca
11764.0,10680.0,9503.0,8379.0,17653.0,11221.0,7676.0,-75.24916435438685,0.44810908998642357,8666.0,4419.0,putumayo_20160311,coca,coca
9811.0,8714.0,8018.0,6904.0,17698.0,11685.0,7559.0,-72.41366846905953,1.455482756842679,4381.0,7645.0,guaviare_20160820,coca,coca
11184.0,10242.0,9742.0,8997.0,17309.0,16563.0,11317.0,-75.36011493739218,1.676655283905145,5564.0,6006.0,caqueta_20160311,coca,coca
11287.0,10205.0,9659.0,8231.0,22068.0,13744.0,8801.0,-75.28290877068795,1.1027621686356575,6136.0,10235.0,caqueta_20160311,coca,coca
11175.0,10103.0,9644.0,8049.0,23595.0,12353.0,7807.0,-75.18326397596192,0.9401911509245147,6875.0,11433.0,caqueta_20160311,coca,coca
10665.0,9700.0,9031.0,7763.0,23110.0,12739.0,7920.0,-72.43819326063839,2.1280840531030414,4292.0,2684.0,guaviare_20160125,coca,coca
9560.0,8521.0,7778.0,6651.0,18390.0,11346.0,7181.0,-72.1767840207204,1.4221241567702994,6140.0,7889.0,guaviare_20160820,coca,coca
9662.0,8595.0,7986.0,6948.0,17228.0,11850.0,7736.0,-71.78748709752595,1.430554230630838,9031.0,7823.0,guaviare_20160820,coca,coca
10035.0,8985.0,8107.0,7015.0,17276.0,9696.0,6667.0,-72.02382546157698,1.6012298721352076,7374.0,6566.0,guaviare_20160125,coca,coca
9616.0,8522.0,7748.0,6649.0,18064.0,11323.0,7103.0,-72.32788865666895,1.312772386418612,5019.0,8697.0,guaviare_20160820,coca,coca
11231.0,10268.0,9759.0,8712.0,19896.0,15452.0,9949.0,-75.72301567664167,1.303792112165724,2872.0,8753.0,caqueta_20160311,coca,coca
